name_1,name_2
Woodblock_MelodicTom-bpm_120-rvb_0-offms_120-3a4,Woodblock_MelodicTom-bpm_120-rvb_0-offms_0-3a4
Woodblock_MelodicTom-bpm_120-rvb_0-offms_120-3a4,Woodblock_MelodicTom-bpm_120-rvb_0-offms_700-3a4
MelodicTom_Woodblock-bpm_180-rvb_2-offms_120-7a10,MelodicTom_Woodblock-bpm_180-rvb_2-offms_0-7a10
MelodicTom_Woodblock-bpm_180-rvb_2-offms_120-7a10,MelodicTom_Woodblock-bpm_180-rvb_2-offms_700-7a10
MelodicTom_Woodblock-bpm_180-rvb_2-offms_120-7a10,MelodicTom_Woodblock-bpm_180-rvb_2-offms_204-7a10
TaikoDrum_Agogo-bpm_60-rvb_2-offms_120-6a11,TaikoDrum_Agogo-bpm_60-rvb_2-offms_204-6a11
TaikoDrum_Agogo-bpm_60-rvb_2-offms_120-6a11,TaikoDrum_Agogo-bpm_60-rvb_2-offms_700-6a11
TaikoDrum_Agogo-bpm_60-rvb_2-offms_120-6a11,TaikoDrum_Agogo-bpm_60-rvb_2-offms_0-6a11
TaikoDrum_Agogo-bpm_60-rvb_2-offms_120-6a11,TaikoDrum_Agogo-bpm_60-rvb_2-offms_1067-6a11
TaikoDrum_Agogo-bpm_120-rvb_2-offms_120-11a12,TaikoDrum_Agogo-bpm_120-rvb_2-offms_204-11a12
TaikoDrum_Agogo-bpm_120-rvb_2-offms_120-11a12,TaikoDrum_Agogo-bpm_120-rvb_2-offms_700-11a12
TaikoDrum_Agogo-bpm_120-rvb_2-offms_120-11a12,TaikoDrum_Agogo-bpm_120-rvb_2-offms_1067-11a12
TaikoDrum_Agogo-bpm_120-rvb_2-offms_120-11a12,TaikoDrum_Agogo-bpm_120-rvb_2-offms_0-11a12
Agogo_TaikoDrum-bpm_60-rvb_0-offms_204-5a9,Agogo_TaikoDrum-bpm_60-rvb_0-offms_700-5a9
Agogo_TaikoDrum-bpm_60-rvb_0-offms_204-5a9,Agogo_TaikoDrum-bpm_60-rvb_0-offms_0-5a9
Agogo_TaikoDrum-bpm_60-rvb_0-offms_204-5a9,Agogo_TaikoDrum-bpm_60-rvb_0-offms_120-5a9
Agogo_TaikoDrum-bpm_60-rvb_0-offms_204-5a9,Agogo_TaikoDrum-bpm_60-rvb_0-offms_1067-5a9
TaikoDrum_DSnareDrum1-bpm_120-rvb_0-offms_0-5a11,TaikoDrum_DSnareDrum1-bpm_120-rvb_0-offms_700-5a11
TaikoDrum_DSnareDrum1-bpm_120-rvb_0-offms_0-5a11,TaikoDrum_DSnareDrum1-bpm_120-rvb_0-offms_1067-5a11
Woodblock_DSnareDrum1-bpm_180-rvb_2-offms_700-2a9,Woodblock_DSnareDrum1-bpm_180-rvb_2-offms_0-2a9
Woodblock_DSnareDrum1-bpm_180-rvb_2-offms_700-2a9,Woodblock_DSnareDrum1-bpm_180-rvb_2-offms_120-2a9
Woodblock_DSnareDrum1-bpm_180-rvb_2-offms_700-2a9,Woodblock_DSnareDrum1-bpm_180-rvb_2-offms_204-2a9
Woodblock_MelodicTom-bpm_120-rvb_1-offms_204-7a10,Woodblock_MelodicTom-bpm_120-rvb_1-offms_0-7a10
Woodblock_MelodicTom-bpm_120-rvb_1-offms_204-7a10,Woodblock_MelodicTom-bpm_120-rvb_1-offms_120-7a10
Woodblock_MelodicTom-bpm_120-rvb_1-offms_204-7a10,Woodblock_MelodicTom-bpm_120-rvb_1-offms_700-7a10
Woodblock_MelodicTom-bpm_120-rvb_1-offms_204-7a10,Woodblock_MelodicTom-bpm_120-rvb_1-offms_1067-7a10
Woodblock_MelodicTom-bpm_120-rvb_1-offms_120-5a8,Woodblock_MelodicTom-bpm_120-rvb_1-offms_204-5a8
Woodblock_MelodicTom-bpm_120-rvb_1-offms_120-5a8,Woodblock_MelodicTom-bpm_120-rvb_1-offms_1067-5a8
Woodblock_MelodicTom-bpm_120-rvb_1-offms_120-5a8,Woodblock_MelodicTom-bpm_120-rvb_1-offms_0-5a8
Woodblock_MelodicTom-bpm_120-rvb_1-offms_120-5a8,Woodblock_MelodicTom-bpm_120-rvb_1-offms_700-5a8
DSnareDrum1_MelodicTom-bpm_180-rvb_1-offms_1067-3a4,DSnareDrum1_MelodicTom-bpm_180-rvb_1-offms_700-3a4
